name,addr,시군구명 ,동명
문이비인후과의원,서울금천구시흥대로473,금천구,독산동
김부랑치과의원,서울구로구남부순환로105길58,구로구,가리봉동
성내과의원,서울금천구시흥대로473,금천구,독산동
새움병원 본관,서울금천구시흥대로139길8,금천구,독산동
독산한의원,서울금천구시흥대로471-1,금천구,독산동
지엠씨의원,서울구로구디지털로242,구로구,구로동
그린의원,서울금천구시흥대로473,금천구,독산동
상아치과의원,서울금천구시흥대로473,금천구,독산동
새움병원 별관,서울금천구시흥대로449,금천구,독산동
구로참튼튼병원 신관,서울구로구디지털로32가길25,구로구,구로동
서울정형외과의원,서울금천구시흥대로440,금천구,독산동
치아랑치과의원,서울구로구디지털로243,구로구,구로동
새움병원 내과,서울금천구시흥대로139길8,금천구,독산동
지밸리산부인과의원,서울구로구디지털로26길98,구로구,구로동
이기훈치과의원,서울금천구시흥대로471-1,금천구,독산동
이사라치과교정과치과의원,서울구로구디지털로243,구로구,구로동
서울바른세상병원,서울금천구시흥대로421,금천구,독산동
공감치과의원,서울구로구디지털로30길28,구로구,구로동
서울웃는얼굴치과의원,서울구로구디지털로271,구로구,구로동
김세진치과의원,서울금천구시흥대로474,금천구,독산동
백구한의원,서울금천구시흥대로429,금천구,독산동
아이티치과의원,서울구로구디지털로272,구로구,구로동
동서마리오한의원,서울구로구디지털로30길28,구로구,구로동
e서울이비인후과,서울구로구디지털로288,구로구,구로동
참튼튼병원 구로점 본관,서울구로구시흥대로547,구로구,구로동
성심의원,서울금천구시흥대로436,금천구,독산동
맑은남내과신경과의원,서울금천구시흥대로426,금천구,독산동
연세봄빛피부과의원,서울구로구시흥대로551,구로구,구로동
유치과의원,서울구로구구로동로10,구로구,가리봉동
엠제이산부인과,서울금천구두산로81,금천구,독산동
남문튼튼치과의원,서울금천구시흥대로436,금천구,독산동
포에버의원 구로점,서울구로구디지털로26길123,구로구,구로동
베스트맥의원,서울구로구디지털로288,구로구,구로동
모세안과의원,서울금천구시흥대로403,금천구,독산동
서울연세안과의원,서울구로구디지털로32길79,구로구,구로동
서울아가온여성의원,서울구로구디지털로32길79,구로구,구로동
좋은아침한의원,서울구로구디지털로285,구로구,구로동
고려한의원,서울구로구구로동로14,구로구,가리봉동
한일치과의원,서울금천구시흥대로406,금천구,독산동
아비쥬의원 구로점,서울구로구시흥대로561,구로구,구로동
연세닥터스내과의원,서울금천구독산로93길41,금천구,독산동
서울N비뇨기과의원 구로점,서울구로구디지털로32길79,구로구,구로동
맥종합검진센터 내과,서울구로구디지털로288,구로구,구로동
이튼튼치과의원,서울구로구디지털로32가길25,구로구,구로동
참맑은한의원,서울구로구디지털로288,구로구,구로동
두리이비인후과 금천점,서울금천구시흥대로403,금천구,독산동
뉴욕비엔에스치과의원,서울구로구디지털로288,구로구,구로동
기린마취통증의학과의원 구로점,서울구로구디지털로26길123,구로구,구로동
삼성편한내과의원,서울구로구디지털로32길79,구로구,구로동
바른몸한의원,서울금천구시흥대로405,금천구,독산동
청담맥의원 구로점,서울구로구디지털로288,구로구,구로동
연세길마취통증의학과의원,서울금천구시흥대로414,금천구,독산동
강남삼성신경외과의원 구로점,서울구로구디지털로34길55,구로구,구로동
해솔한의원,서울금천구시흥대로138길10,금천구,독산동
실버한방병원,서울금천구독산로362,금천구,독산동
슈퍼스타피부과의원,서울구로구디지털로32길79,구로구,구로동
서울안과,서울금천구시흥대로399,금천구,독산동
모커리한의원 구로점,서울관악구시흥대로552,관악구,조원동
금천키다리정신건강의학과의원,서울금천구시흥대로403,금천구,독산동
금천대윤정형외과의원,서울금천구시흥대로381,금천구,독산동
서울시원한통증의학과의원 구로점,서울구로구시흥대로551,구로구,구로동
디지털밸리치과의원,서울구로구디지털로273,구로구,구로동
연세봄정신건강의학과,서울구로구시흥대로551,구로구,구로동
독산참내과의원,서울금천구두산로70,금천구,독산동
금천하나의원,서울금천구시흥대로403,금천구,독산동
삼대한의원,서울금천구시흥대로138길33,금천구,독산동
건강세상의원,서울구로구구로동로77,구로구,구로동
닥터수의원,서울구로구디지털로300,구로구,구로동
연세이안치과의원,서울금천구두산로71,금천구,독산동
연세W산부인과의원 구로점,서울관악구시흥대로570,관악구,조원동
서울WE좋은내과의원,서울구로구시흥대로551,구로구,구로동
연세허브치과의원,서울금천구남부순환로1372,금천구,독산동
지앤산부인과의원 구로점,서울구로구시흥대로559,구로구,구로동
사람중심치과의원,서울구로구디지털로27길127,구로구,가리봉동
유디치과의원 구로점,서울구로구디지털로31길38-21,구로구,구로동
삼성클린의원,서울금천구시흥대로426,금천구,독산동
에스본의원,서울금천구남부순환로1372,금천구,독산동
에스정신건강의학과의원,서울금천구시흥대로399,금천구,독산동
광덕안정한의원 구로디지털점,서울구로구시흥대로577,구로구,구로동
명이비인후과의원,서울금천구남부순환로1384,금천구,독산동
아카시아병원,서울금천구시흥대로114길5,금천구,독산동
세영정형외과재활의학과의원,서울금천구남부순환로1382,금천구,독산동
큰사랑 산부인과의원,서울금천구범안로1183,금천구,독산동
아이비소아청소년의원,서울금천구시흥대로403,금천구,독산동
나비에스의원,서울구로구디지털로31길20,구로구,구로동
이편한연세치과,서울금천구시흥대로414,금천구,독산동
구로나르샤정형외과,서울구로구구로동로78,구로구,구로동
삼성정형외과의원,서울금천구독산로290,금천구,독산동
가람신경정신과의원,서울관악구시흥대로554,관악구,조원동
박산부인과의원,서울구로구구로동로35,구로구,가리봉동
미래이비인후과의원,서울금천구시흥대로399,금천구,독산동
이디치과,서울구로구디지털로300,구로구,구로동
DDS통증치료,서울구로구디지털로32길30,구로구,구로동
치과가는날치과의원,서울구로구시흥대로561,구로구,구로동
다나은마취통증의학과의원,서울금천구시흥대로399,금천구,독산동
닥터진치과의원,서울구로구시흥대로551,구로구,구로동
경희배흘림한의원,서울구로구디지털로33길27,구로구,구로동
연세정신건강의학과의원,서울구로구디지털로32길79,구로구,구로동
진가정의학과의원,서울구로구디지털로33길11,구로구,구로동
원치과의원,서울금천구독산로85길22,금천구,독산동
뉴욕디지털치과의원,서울구로구디지털로31길19,구로구,구로동
성신고려요양병원,서울금천구범안로1191,금천구,독산동
맑은숲한의원 금천점,서울금천구시흥대로399,금천구,독산동
엠제이소아청소년과의원,서울금천구두산로81,금천구,독산동
제일성모내과의원,서울구로구시흥대로561,구로구,구로동
전영수내과의원,서울금천구남부순환로1390,금천구,독산동
하늘경희한의원,서울구로구구로동로35,구로구,가리봉동
나비에스한의원,서울구로구디지털로31길20,구로구,구로동
남문내과의원,서울금천구독산로85길13,금천구,독산동
경희참한의원,서울금천구두산로70,금천구,독산동
이희재내과의원,서울금천구시흥대로399,금천구,독산동
금천수요양병원,서울금천구남부순환로1400,금천구,독산동
경희송한의원,서울구로구시흥대로571,구로구,구로동
바른나무치과의원,서울금천구독산로85길36,금천구,독산동
독산내과의원,서울금천구남부순환로1372,금천구,독산동
연세M치과의원,서울구로구디지털로285,구로구,구로동
항외과의원,서울관악구시흥대로578,관악구,조원동
늘봄치과의원,서울금천구시흥대로405,금천구,독산동
구로디지털바른본의원,서울관악구시흥대로578,관악구,조원동
네오의원,서울금천구시흥대로403,금천구,독산동
안아프니치과의원,서울구로구시흥대로577,구로구,구로동
양성욱치과의원,서울금천구벚꽃로130,금천구,독산동
유디치과의원 독산점,서울금천구독산로251,금천구,독산동
경희쉼터한의원,서울금천구독산로85길21,금천구,독산동
제이미즈산부인과,서울금천구시흥대로399,금천구,독산동
이사랑치과의원,서울금천구독산로285,금천구,독산동
미앤영의원,서울금천구시흥대로399,금천구,독산동
서울스마트치과,서울금천구두산로70,금천구,독산동
연세미소드림치과의원,서울구로구디지털로32길79,구로구,구로동
뉴욕치과의원,서울구로구시흥대로571,구로구,구로동
고은경희한의원,서울구로구디지털로34길43,구로구,구로동
스마트올치과의원,서울관악구시흥대로570,관악구,조원동
플러스소아청소년과의원,서울금천구시흥대로391,금천구,독산동
연세덴트웰치과의원,서울금천구시흥대로399,금천구,독산동
시민한의원,서울금천구시흥대로392,금천구,독산동
e좋은치과의원,서울금천구시흥대로368,금천구,독산동
임희철내과의원,서울금천구독산로366,금천구,독산동
관악더드림치과의원,서울관악구남부순환로1369,관악구,조원동
김대수치과,서울금천구독산로286,금천구,독산동
드림온비뇨기과의원,서울관악구시흥대로578,관악구,조원동
누가한의원,서울금천구시흥대로399,금천구,독산동
이담치과의원,서울구로구디지털로34길55,구로구,구로동
보성한의원,서울금천구독산로251-1,금천구,독산동
금천수한의원,서울금천구독산로347,금천구,독산동
박치과의원,서울구로구구로동로34,구로구,가리봉동
구로한방병원,서울금천구남부순환로1398,금천구,독산동
경희올바른한의원,서울관악구시흥대로572,관악구,조원동
로덴치과의원 남구로역점,서울구로구구로동로22길91,구로구,구로동
김인철의원,서울관악구시흥대로574,관악구,조원동
김한욱치과의원,서울금천구남부순환로1386,금천구,독산동
박재영치과,서울금천구독산로248,금천구,독산동
협동의원,서울구로구구로동로35,구로구,가리봉동
데오플란트치과의원,서울관악구시흥대로576,관악구,조원동
연세의원,서울구로구도림로29,구로구,구로동
삼성위드치과의원,서울구로구디지털로33길27,구로구,구로동
서울가정의학과의원,서울구로구디지털로31길90,구로구,구로동
로이치과의원,서울구로구디지털로306,구로구,구로동
연세치과의원,서울금천구독산로360,금천구,독산동
연세완치과의원,서울금천구독산로366,금천구,독산동
플란트인치과의원,서울관악구시흥대로578,관악구,조원동
남문한의원,서울금천구독산로289,금천구,독산동
서덕한의원,서울구로구디지털로31길90,구로구,구로동
금천수의원,서울금천구독산로347,금천구,독산동
마음과마음 정신과의원,서울구로구도림로65,구로구,구로동
생기한의원,서울금천구범안로1183,금천구,독산동
남궁한의원,서울구로구구로동로28126,구로구,구로동
이플란트치과의원,서울금천구시흥대로391,금천구,독산동
월오한의원,서울관악구시흥대로572,관악구,조원동
조내과의원,서울금천구독산로235,금천구,독산동
상쾌한이비인후과,서울구로구도림로67,구로구,구로동
영일의원,서울금천구독산로87길2,금천구,독산동
청목한의원,서울금천구독산로74길6,금천구,독산동
바르다권치과의원,서울관악구조원로24,관악구,조원동
김정민치과의원,서울구로구시흥대로557,구로구,구로동
구재홍치과의원,서울관악구시흥대로574,관악구,조원동
헤셀의원,서울구로구도림로14977,구로구,구로동
삼성밝은안과,서울구로구도림로69,구로구,구로동
이레소아청소년과의원,서울구로구도림로67,구로구,구로동
엠케이비뇨기과의원,서울구로구도림로73,구로구,구로동
보민한의원,서울구로구도림로57,구로구,구로동
이영림치과,서울금천구시흥대로362,금천구,독산동
코리아정형외과의원,서울구로구도림로73,구로구,구로동
한가람한의원,서울금천구독산로229,금천구,독산동
구로튼튼의원,서울구로구도림로67,구로구,구로동
최창영이비인후과의원,서울구로구도림로69,구로구,구로동
이덕기내과의원,서울영등포구디지털로343,영등포구,대림동
삼성안과의원,서울구로구도림로69,구로구,구로동
제일치과의원,서울구로구구로동로106,구로구,구로동
하나정형외과의원,서울구로구도림로75,구로구,구로동
서울삼성내과,서울구로구구로동로112-2,구로구,구로동
세브란스치과의원,서울구로구구로동로17길2,구로구,구로동
연세내과의원,서울구로구구로동로26길119,구로구,구로동
마음속내과의원 구로점,서울구로구구로동로115,구로구,구로동
제통한의원,서울구로구구로동로26길122,구로구,구로동
연세오치과의원,서울구로구도림로59,구로구,구로동
수치과의원,서울구로구도림로69,구로구,구로동
늘푸른나무치과,서울관악구조원로24,관악구,조원동
내강한의원,서울금천구시흥대로105길5,금천구,독산동
서울에이스신경외과의원,서울구로구구로동로115,구로구,구로동
대림봄치과의원,서울영등포구디지털로343,영등포구,대림동
김앤정스마일치과의원,서울구로구도림로67,구로구,구로동
김성목내과의원,서울구로구도림로73,구로구,구로동
수플러스치과의원,서울구로구도림로73,구로구,구로동
포인트의원,서울구로구구로동로115,구로구,구로동
구로제일정형외과의원,서울구로구구로동로118,구로구,구로동
연우당한의원,서울구로구구로동로8길96,구로구,구로동
정정균치과,서울금천구범안로1256,금천구,독산동
문순영정형외과,서울금천구독산로218,금천구,독산동
명소아청소년과의원,서울구로구도림로73,구로구,구로동
이화가정의학과의원,서울구로구구로동로26길116,구로구,구로동
권통증의학과의원,서울구로구구로동로26길115,구로구,구로동
서울에이스치과의원,서울구로구도림로81,구로구,구로동
경희제일한의원,서울동작구시흥대로602,동작구,신대방동
행복치과,서울구로구구로동로26길119,구로구,구로동
아름샘의원,서울구로구도림로92,구로구,구로동
여남한의원,서울구로구도림로73,구로구,구로동
구로중앙치과의원,서울구로구구로동로116,구로구,구로동
청암한의원,서울구로구구로동로8길95,구로구,구로동
바른몸한의원,서울구로구구로동로26길100,구로구,구로동
뉴욕말씀치과의원,서울구로구도림로79,구로구,구로동
다나한의원,서울구로구구로동로26길119,구로구,구로동
구로밝은빛안과,서울구로구구로동로26길37,구로구,구로동
구로좋은치과의원,서울구로구구로동로115,구로구,구로동
이정길소아과의원,서울관악구남부순환로1417,관악구,조원동
강충희치과의원,서울구로구구로동로26길37,구로구,구로동
서울 으뜸정형외과의원,서울금천구독산로210,금천구,독산동
수한의원,서울구로구구로중앙로7길28,구로구,구로동
본한의원,서울구로구구로동로26길73,구로구,구로동
프롤로그의원,서울구로구도림로81,구로구,구로동
한울한의원,서울구로구구로동로26길106,구로구,구로동
금천연세내과의원,서울금천구독산로210,금천구,독산동
국민한의원,서울구로구도림로81,구로구,구로동
S아이니의원,서울구로구도림로90,구로구,구로동
독산모아치과의원,서울금천구독산로210,금천구,독산동
구로한의원,서울구로구구로동로26길36,구로구,구로동
조은이비인후과의원,서울금천구독산로210,금천구,독산동
수내과의원,서울금천구남부순환로1426,금천구,독산동
인의한의원 구로,서울구로구구로동로22길1,구로구,구로동
정내과의원,서울구로구구로중앙로10,구로구,구로동
시민치과의원,서울구로구도림로90,구로구,구로동
빛나는구로한의원,서울구로구구로동로126,구로구,구로동
구로연세의원,서울구로구구로중앙로16,구로구,구로동
이지신경외과의원,서울구로구구로동로26길37,구로구,구로동
미래사랑산부인과의원,서울구로구도림로23길2,구로구,구로동
대림성모병원,서울영등포구시흥대로657,영등포구,대림동
명지성모병원,서울영등포구도림로156,영등포구,대림동
박금자산부인과의원,서울영등포구시흥대로175길3,영등포구,대림동
365서울한의원,서울구로구도림로26길10,구로구,구로동
강남리즈의원,서울구로구도림로23길2,구로구,구로동
구로예스병원,서울구로구구로동로147,구로구,구로동
서울본병원,서울관악구남부순환로1449,관악구,조원동
서울경희한의원,서울구로구구로동로26길37,구로구,구로동
경희으뜸한의원,서울금천구독산로197,금천구,독산동
한승엽치과의원,서울구로구구로동로126-2,구로구,구로동
신상용치과의원,서울금천구독산로205,금천구,독산동
새로운정형외과의원,서울금천구독산로197,금천구,독산동
이상문소아과의원,서울금천구독산로203,금천구,독산동
진내과의원,서울금천구독산로199,금천구,독산동
심정병원,서울관악구남부순환로1485,관악구,신사동
킹치과의원,서울관악구남부순환로1451,관악구,조원동
서울드림치과,서울관악구남부순환로1434,관악구,미성동
경희윤한의원,서울구로구구로동로28길87,구로구,구로동
구로성모정형외과의원,서울구로구구로동로135,구로구,구로동
하이뷰티의원,서울구로구도림로26길10,구로구,구로동
이피부과의원,서울동작구신대방1가길38,동작구,신대방동
한가정신경과의원,서울영등포구도림로150,영등포구,대림동
광덕안정한의원 영등포대림점,서울영등포구도림로133,영등포구,대림동
녹십초재활요양병원,서울동작구시흥대로634,동작구,신대방동
세진내과의원,서울구로구구로중앙로68,구로구,구로동
신림경희한의원,서울관악구조원로16길33,관악구,조원동
구로의원,서울구로구구로동로128,구로구,구로동
희명병원,서울금천구시흥대로244,금천구,시흥동
조이비인후과의원,서울구로구구로동로135,구로구,구로동
조인트힐병원,서울관악구난곡로215,관악구,미성동
우리미본의원,서울구로구가마산로215,구로구,구로동
구로정형외과의원,서울구로구가마산로211,구로구,구로동
한사랑한의원,서울영등포구디지털로54길3,영등포구,대림동
신창내과의원,서울영등포구디지털로369,영등포구,대림동
연세안과의원,서울영등포구도림로148,영등포구,대림동
곽승민의원,서울구로구구로동로135,구로구,구로동
우리네한의원,서울영등포구대림로76,영등포구,대림동
봄비뇨기과의원,서울영등포구도림로158,영등포구,대림동
우리정형외과의원,서울관악구난곡로299,관악구,미성동
사랑의피부과의원,서울구로구구로중앙로60,구로구,구로동
고려튼튼외과의원,서울구로구구로동로153,구로구,구로동
성모의원,서울금천구독산로64길15,금천구,독산동
한준규정형외과의원,서울관악구난곡로256,관악구,미성동
으뜸이비인후과의원,서울관악구난곡로316,관악구,신사동
세종한의원,서울금천구남부순환로1428,금천구,독산동
서울팔팔치과의원,서울영등포구디지털로37길30,영등포구,대림동
서울내과의원,서울구로구가마산로268,구로구,구로동
최진현내과의원,서울관악구남부순환로1479,관악구,신사동
서울삼성내과의원,서울영등포구도림로135,영등포구,대림동
좋은숨김동규내과재활의학과의원,서울영등포구시흥대로635,영등포구,대림동
연세조은피부과의원,서울금천구독산로136,금천구,시흥동
현대영상의학과의원,서울동작구신대방1가길38,동작구,신대방동
참미소치과의원,서울금천구독산로199,금천구,독산동
서울본병원 응급실,서울관악구남부순환로1449,관악구,조원동
신대방참좋은정형외과의원,서울관악구난곡로367,관악구,조원동
관악미성케어빌한의원,서울관악구남부순환로1434,관악구,미성동
유한의원,서울관악구난곡로264,관악구,미성동
바를정한의원,서울관악구난곡로305,관악구,미성동
정안과의원,서울동작구시흥대로650,동작구,신대방동
민영규치과의원,서울구로구구로동로28길2,구로구,구로동
연세산부인과,서울영등포구대림로153,영등포구,대림동
웰티스치과의원,서울구로구구로동로130-1,구로구,구로동
김안과21의원,서울동작구시흥대로664,동작구,신대방동
바른송치과의원,서울구로구구로동로135,구로구,구로동
닥터엠의원,서울관악구난곡로327-1,관악구,조원동
수정형외과의원,서울관악구난곡로349,관악구,조원동
아침나무한의원,서울영등포구시흥대로663,영등포구,대림동
연세남구로치과의원,서울구로구구로동로138,구로구,구로동
우리네치과의원,서울동작구대림로61,동작구,신대방동
금천한방병원,서울금천구시흥대로73길67,금천구,시흥동
구로우리들의원,서울구로구구로중앙로57,구로구,구로동
강남위튼내과의원,서울금천구시흥대로291,금천구,독산동
연세크리스마스치과의원,서울금천구독산로197,금천구,독산동
베스트산부인과의원,서울영등포구시흥대로675,영등포구,대림동
서울바른마음치과의원,서울금천구독산로135-1,금천구,시흥동
연세고운피부과의원,서울관악구난곡로197,관악구,난곡동
한솔신경정신과의원,서울관악구난곡로268,관악구,미성동
서울복지의원,서울영등포구도림로142,영등포구,대림동
혜화치과의원,서울금천구남부순환로1432,금천구,독산동
드림이비인후과의원,서울동작구만양로112,동작구,노량진동
청화병원,서울동작구장승배기로108,동작구,노량진동
김안과의원,서울동작구노량진로155,동작구,노량진동
기쁨준내과의원,서울동작구장승배기로168,동작구,노량진동
푸른정형외과의원,서울동작구장승배기로168,동작구,노량진동
노량진튼튼의원,서울동작구만양로84,동작구,노량진동
다나한의원,서울동작구장승배기로145,동작구,노량진동
경성의원,서울동작구노량진로8길3,동작구,노량진동
곽피부과의원,서울동작구노량진로162,동작구,노량진동
김영내과의원,서울동작구만양로84,동작구,노량진동
척척박사한의원,서울동작구만양로98,동작구,노량진동
박이비인후과의원,서울동작구노량진로152,동작구,노량진동
바른재활의학과의원,서울동작구장승배기로119,동작구,노량진동
이용국내과의원,서울동작구장승배기로20길6,동작구,노량진동
제일한의원,서울동작구노량진로14가길15,동작구,노량진동
한마음한의원,서울동작구노량진로8길3,동작구,노량진동
한사랑치과,서울동작구만양로84,동작구,노량진동
변재영정신건강의학과의원,서울동작구장승배기로103,동작구,노량진동
서울가정의원,서울동작구만양로26,동작구,노량진동
신앤범치과의원,서울동작구장승배기로118-1,동작구,노량진동
삼송도추한의원,서울동작구장승배기로116,동작구,노량진동
연세제일치과의원,서울동작구노량진로150,동작구,노량진동
황산치과,서울동작구만양로89,동작구,노량진동
연세드림치과의원,서울동작구만양로95,동작구,노량진동
김의원,서울동작구장승배기로119,동작구,노량진동
e해박난치과,서울동작구노량진로152-1,동작구,노량진동
명보한의원,서울동작구장승배기로140,동작구,노량진동
홍정신건강의학과의원,서울동작구장승배기로144,동작구,노량진동
광보의원,서울동작구만양로31778,동작구,노량진동
본치과의원,서울동작구만양로26,동작구,노량진동
김정훈한의원,서울동작구만양로18길31,동작구,노량진동
월오한의원,서울동작구장승배기로98,동작구,노량진동
혜선한의원,서울동작구만양로84,동작구,노량진동
형운준소아청소년과의원,서울동작구장승배기로109-1,동작구,노량진동
미소담치과,서울동작구노량진로8길3,동작구,노량진동
장세규한의원,서울동작구만양로75,동작구,노량진동
동작고려의원,서울동작구만양로86,동작구,노량진동
안정모 치과의원,서울동작구노량진로8길20,동작구,노량진동
수동한의원,서울동작구등용로14길71,동작구,노량진동
사랑을나누는의원,서울동작구만양로19,동작구,노량진동
싱아치과의원,서울동작구만양로19,동작구,노량진동
상도열린치과의원,서울동작구상도로15길143,동작구,상도동
정호현비뇨기과의원,서울동작구상도로15길143,동작구,상도동
치유본한의원 동작점,서울동작구상도로213,동작구,상도동
웰플란트치과의원,서울동작구상도로207,동작구,상도동
연세치과,서울동작구상도로219,동작구,상도동
프라임의원,서울동작구상도로174,동작구,상도동
연세이비인후과의원,서울동작구상도로178,동작구,상도동
동작샘이비인후과의원,서울동작구상도로206,동작구,상도동
본디올서봉한의원,서울동작구장승배기로75,동작구,상도동
서울안과의원,서울동작구장승배기로76,동작구,상도동
폴리한의원,서울동작구상도로207,동작구,상도동
이규성정형외과의원,서울동작구장승배기로78,동작구,상도동
유영조내과의원,서울동작구등용로2,동작구,상도동
최안과의원,서울동작구상도로178,동작구,상도동
늘건강내과이비인후과의원,서울동작구상도로174,동작구,상도동
신윤내과의원,서울동작구상도로181,동작구,상도동
서울영치과,서울동작구상도로202,동작구,상도동
김재룡한의원,서울동작구등용로122,동작구,대방동
삼성유신경외과의원,서울동작구상도로174,동작구,상도동
김덕호정형외과의원,서울동작구만양로44317,동작구,상도동
장승배기한의원,서울동작구등용로2,동작구,상도동
조왕기내과의원,서울동작구장승배기로10길49,동작구,상도동
연세좋은치과의원,서울동작구상도로15길120,동작구,상도동
아름다운서울복지피부과의원,서울동작구상도로170,동작구,상도동
서울척척마취통증의학과의원,서울동작구상도로169,동작구,상도동
연세봄이오는치과의원,서울동작구상도로176,동작구,상도동
상도행복한아이치과의원,서울동작구상도로234,동작구,상도동
미담치과의원,서울동작구상도로192,동작구,상도동
서울치항외과의원,서울동작구등용로2,동작구,상도동
서울대방내과의원,서울동작구등용로115,동작구,대방동
신원치과의원,서울동작구장승배기로75,동작구,상도동
나눔과 더함이비인후과의원,서울동작구상도로247,동작구,상도동
티엘여성의원,서울동작구상도로174,동작구,상도동
